Freq [GHz],S12_Simulated,S12_Measured,S13_Simulated,S13_Measured,S14_Simulated,S14_Measured
9.7,-29.16556,-32.48802,-25.87821,-27.49327,-28.30379,-31.4131
9.71,-29.09041,-32.62268,-25.78471,-27.42839,-28.33272,-31.54194
9.72,-29.01163,-32.75426,-25.69324,-27.35954,-28.35986,-31.66677
9.73,-28.92943,-32.8815,-25.60386,-27.28693,-28.38531,-31.7862
9.74,-28.84405,-33.00306,-25.51658,-27.21081,-28.40918,-31.89875
9.75,-28.7557,-33.11748,-25.43144,-27.13143,-28.43155,-32.00284
9.76,-28.66461,-33.22328,-25.34846,-27.04909,-28.45255,-32.09688
9.77,-28.57101,-33.31895,-25.26765,-26.96407,-28.47228,-32.17927
9.78,-28.47512,-33.40299,-25.18902,-26.87668,-28.49084,-32.24849
9.79,-28.37718,-33.47399,-25.11257,-26.78722,-28.50834,-32.3031
9.8,-28.2774,-33.53066,-25.03828,-26.69599,-28.52486,-32.34187
9.81,-28.17602,-33.57187,-24.96616,-26.60327,-28.54048,-32.36376
9.82,-28.07325,-33.59673,-24.89618,-26.50933,-28.55528,-32.36803
9.83,-27.96931,-33.60461,-24.82832,-26.41444,-28.5693,-32.35425
9.84,-27.86444,-33.59517,-24.76258,-26.31883,-28.58256,-32.3223
9.85,-27.75886,-33.56839,-24.69891,-26.22273,-28.59509,-32.27241
9.86,-27.65278,-33.52454,-24.63729,-26.12632,-28.60686,-32.20513
9.87,-27.54644,-33.4642,-24.57768,-26.02977,-28.61783,-32.12129
9.88,-27.44005,-33.38821,-24.52007,-25.93326,-28.62794,-32.02199
9.89,-27.33384,-33.29763,-24.4644,-25.83689,-28.63709,-31.90849
9.9,-27.22804,-33.1937,-24.41064,-25.74078,-28.64517,-31.7822
9.91,-27.12287,-33.07777,-24.35876,-25.64503,-28.65204,-31.64464
9.92,-27.01857,-32.95128,-24.30871,-25.5497,-28.65753,-31.49733
9.93,-26.91536,-32.81567,-24.26045,-25.45485,-28.66145,-31.34178
9.94,-26.81347,-32.6724,-24.21395,-25.36052,-28.6636,-31.17947
9.95,-26.71313,-32.52283,-24.16915,-25.26674,-28.66375,-31.01178
9.96,-26.61457,-32.3683,-24.12601,-25.17353,-28.66168,-30.84001
9.97,-26.51802,-32.21001,-24.0845,-25.08089,-28.65715,-30.66533
9.98,-26.42371,-32.04909,-24.04456,-24.98884,-28.64992,-30.48882
9.99,-26.33185,-31.88652,-24.00616,-24.89737,-28.63977,-30.31141
10,-26.24266,-31.7232,-23.96925,-24.80647,-28.62646,-30.13393
10.01,-26.15634,-31.55991,-23.93379,-24.71614,-28.6098,-29.95712
10.02,-26.0731,-31.39733,-23.89973,-24.62637,-28.5896,-29.78159
10.03,-25.99311,-31.23602,-23.86703,-24.53717,-28.56569,-29.60785
10.04,-25.91654,-31.07649,-23.83566,-24.44851,-28.53795,-29.43637
10.05,-25.84354,-30.91912,-23.80556,-24.36041,-28.50629,-29.2675
10.06,-25.77424,-30.76427,-23.77671,-24.27288,-28.47064,-29.10155
10.07,-25.70875,-30.61219,-23.74905,-24.18591,-28.43097,-28.93875
10.08,-25.64714,-30.46312,-23.72255,-24.09954,-28.38732,-28.77929
10.09,-25.58945,-30.3172,-23.69717,-24.01378,-28.33973,-28.62333
10.1,-25.53572,-30.17458,-23.67287,-23.92865,-28.28829,-28.47098
10.11,-25.48591,-30.03534,-23.64963,-23.84421,-28.23315,-28.3223
10.12,-25.43997,-29.89953,-23.62739,-23.76049,-28.17447,-28.17735
10.13,-25.39784,-29.76721,-23.60613,-23.67755,-28.11243,-28.03616
10.14,-25.35937,-29.63837,-23.58582,-23.59544,-28.04728,-27.89872
10.15,-25.32443,-29.51303,-23.56642,-23.51422,-27.97925,-27.76504
10.16,-25.29282,-29.39115,-23.54791,-23.43397,-27.90862,-27.63508
10.17,-25.26433,-29.27271,-23.53024,-23.35477,-27.83566,-27.50882
10.18,-25.23873,-29.15766,-23.51341,-23.2767,-27.76067,-27.38619
10.19,-25.21574,-29.04596,-23.49737,-23.19984,-27.68395,-27.26716
10.2,-25.19508,-28.93755,-23.4821,-23.12429,-27.6058,-27.15165
10.21,-25.17646,-28.83236,-23.46758,-23.05013,-27.52652,-27.03961
10.22,-25.15956,-28.73033,-23.45379,-22.97747,-27.4464,-26.93095
10.23,-25.14409,-28.63139,-23.4407,-22.9064,-27.36574,-26.82561
10.24,-25.12972,-28.53545,-23.42829,-22.83703,-27.28482,-26.72352
10.25,-25.11615,-28.44244,-23.41655,-22.76944,-27.2039,-26.62457
10.26,-25.10308,-28.35228,-23.40545,-22.70374,-27.12323,-26.52871
10.27,-25.09023,-28.26487,-23.39499,-22.64001,-27.04306,-26.43584
10.28,-25.07733,-28.18014,-23.38515,-22.57836,-26.96361,-26.34588
10.29,-25.06412,-28.09799,-23.37591,-22.51886,-26.88509,-26.25874
10.3,-25.05038,-28.01833,-23.36727,-22.4616,-26.80768,-26.17434
10.31,-25.03591,-27.94108,-23.35922,-22.40666,-26.73155,-26.09259
10.32,-25.02052,-27.86614,-23.35174,-22.3541,-26.65687,-26.0134
10.33,-25.00406,-27.79343,-23.34483,-22.30399,-26.58377,-25.9367
10.34,-24.98639,-27.72285,-23.33849,-22.25638,-26.51237,-25.86239
10.35,-24.96741,-27.65431,-23.33271,-22.21133,-26.44279,-25.7904
10.36,-24.94702,-27.58773,-23.3275,-22.16887,-26.37511,-25.72063
10.37,-24.92518,-27.52302,-23.32285,-22.12904,-26.3094,-25.653
10.38,-24.90184,-27.4601,-23.31876,-22.09186,-26.24574,-25.58743
10.39,-24.87697,-27.39889,-23.31525,-22.05734,-26.18418,-25.52385
10.4,-24.85058,-27.3393,-23.31231,-22.0255,-26.12475,-25.46217
10.41,-24.82268,-27.28126,-23.30995,-21.99634,-26.06749,-25.40231
10.42,-24.79329,-27.22469,-23.30819,-21.96983,-26.0124,-25.34419
10.43,-24.76245,-27.16954,-23.30704,-21.94597,-25.9595,-25.28775
10.44,-24.73022,-27.11572,-23.3065,-21.92474,-25.9088,-25.23291
10.45,-24.69665,-27.06318,-23.3066,-21.9061,-25.86027,-25.17959
10.46,-24.66181,-27.01185,-23.30735,-21.89001,-25.81391,-25.12773
10.47,-24.62578,-26.96168,-23.30877,-21.87643,-25.7697,-25.07726
10.48,-24.58863,-26.91262,-23.31089,-21.86531,-25.72761,-25.02811
10.49,-24.55044,-26.8646,-23.31372,-21.85659,-25.6876,-24.98022
10.5,-24.5113,-26.81759,-23.3173,-21.85021,-25.64965,-24.93353
10.51,-24.47129,-26.77154,-23.32165,-21.84612,-25.61371,-24.88797
10.52,-24.43051,-26.7264,-23.3268,-21.84424,-25.57975,-24.8435
10.53,-24.38903,-26.68214,-23.33279,-21.84449,-25.54771,-24.80005
10.54,-24.34694,-26.63872,-23.33964,-21.84682,-25.51755,-24.75757
10.55,-24.30433,-26.5961,-23.3474,-21.85113,-25.48922,-24.71601
10.56,-24.26129,-26.55426,-23.3561,-21.85736,-25.46268,-24.67532
10.57,-24.21788,-26.51315,-23.36579,-21.86542,-25.43786,-24.63546
10.58,-24.17419,-26.47276,-23.3765,-21.87524,-25.41473,-24.59637
10.59,-24.13031,-26.43305,-23.38829,-21.88673,-25.39322,-24.55803
10.6,-24.08629,-26.394,-23.40119,-21.89981,-25.3733,-24.52038
10.61,-24.04222,-26.35559,-23.41526,-21.9144,-25.35489,-24.48339
10.62,-23.99815,-26.3178,-23.43055,-21.93042,-25.33797,-24.44703
10.63,-23.95417,-26.28061,-23.4471,-21.94779,-25.32247,-24.41126
10.64,-23.91032,-26.24399,-23.46498,-21.96643,-25.30835,-24.37605
10.65,-23.86667,-26.20793,-23.48424,-21.98627,-25.29556,-24.34137
10.66,-23.82327,-26.17241,-23.50493,-22.00722,-25.28406,-24.30718
10.67,-23.78019,-26.13742,-23.52712,-22.02921,-25.27379,-24.27348
10.68,-23.73746,-26.10295,-23.55086,-22.05217,-25.26472,-24.24023
10.69,-23.69514,-26.06898,-23.5762,-22.07603,-25.2568,-24.20741
10.7,-23.65328,-26.03549,-23.60322,-22.1007,-25.25,-24.175
10.71,-23.61192,-26.00249,-23.63197,-22.12614,-25.24427,-24.14299
10.72,-23.5711,-25.96995,-23.66251,-22.15227,-25.23957,-24.11135
10.73,-23.53085,-25.93786,-23.6949,-22.17902,-25.23588,-24.08008
10.74,-23.49123,-25.90622,-23.7292,-22.20633,-25.23315,-24.04915
10.75,-23.45225,-25.87502,-23.76547,-22.23415,-25.23136,-24.01857
10.76,-23.41395,-25.84425,-23.80376,-22.26242,-25.23048,-23.98831
10.77,-23.37637,-25.81389,-23.84413,-22.29107,-25.23047,-23.95837
10.78,-23.33953,-25.78396,-23.88663,-22.32006,-25.23132,-23.92875
10.79,-23.30345,-25.75443,-23.93132,-22.34933,-25.23299,-23.89944
10.8,-23.26817,-25.7253,-23.97823,-22.37884,-25.23546,-23.87043
10.81,-23.23371,-25.69657,-24.02742,-22.40853,-25.23872,-23.84172
10.82,-23.20009,-25.66823,-24.07891,-22.43837,-25.24275,-23.81332
10.83,-23.16732,-25.64027,-24.13275,-22.46831,-25.24752,-23.78521
10.84,-23.13544,-25.61269,-24.18897,-22.49831,-25.25302,-23.75741
10.85,-23.10445,-25.58549,-24.24758,-22.52833,-25.25924,-23.72992
10.86,-23.07437,-25.55866,-24.3086,-22.55834,-25.26616,-23.70274
10.87,-23.04522,-25.5322,-24.37206,-22.5883,-25.27378,-23.67587
10.88,-23.01702,-25.50611,-24.43794,-22.61817,-25.28209,-23.64932
10.89,-22.98977,-25.48037,-24.50624,-22.64794,-25.29107,-23.6231
10.9,-22.96349,-25.455,-24.57696,-22.67756,-25.30073,-23.59721
10.91,-22.93819,-25.42998,-24.65008,-22.70703,-25.31105,-23.57167
10.92,-22.91389,-25.40532,-24.72556,-22.7363,-25.32204,-23.54649
10.93,-22.89058,-25.381,-24.80336,-22.76536,-25.3337,-23.52167
10.94,-22.86828,-25.35704,-24.88345,-22.79419,-25.34602,-23.49723
10.95,-22.847,-25.33342,-24.96576,-22.82278,-25.359,-23.47318
10.96,-22.82674,-25.31015,-25.05023,-22.85109,-25.37266,-23.44954
10.97,-22.80751,-25.28723,-25.13679,-22.87913,-25.38699,-23.42632
10.98,-22.78932,-25.26465,-25.22534,-22.90688,-25.402,-23.40353
10.99,-22.77218,-25.24241,-25.3158,-22.93432,-25.41769,-23.3812
11,-22.75608,-25.22051,-25.40806,-22.96145,-25.43408,-23.35933
11.01,-22.74103,-25.19895,-25.502,-22.98825,-25.45117,-23.33796
11.02,-22.72704,-25.17773,-25.59751,-23.01473,-25.46897,-23.31709
11.03,-22.7141,-25.15685,-25.69445,-23.04088,-25.4875,-23.29675
11.04,-22.70223,-25.13631,-25.79269,-23.0667,-25.50676,-23.27695
11.05,-22.69142,-25.1161,-25.89208,-23.09218,-25.52677,-23.25773
11.06,-22.68168,-25.09623,-25.99246,-23.11733,-25.54754,-23.23909
11.07,-22.673,-25.0767,-26.09368,-23.14214,-25.56909,-23.22107
11.08,-22.6654,-25.0575,-26.19557,-23.16662,-25.59144,-23.20369
11.09,-22.65886,-25.03864,-26.29797,-23.19078,-25.61459,-23.18697
11.1,-22.6534,-25.02011,-26.40068,-23.21461,-25.63857,-23.17094
11.11,-22.64901,-25.00191,-26.50355,-23.23814,-25.66339,-23.15563
11.12,-22.64569,-24.98404,-26.60639,-23.26135,-25.68908,-23.14105
11.13,-22.64344,-24.96651,-26.70901,-23.28428,-25.71564,-23.12725
11.14,-22.64227,-24.9493,-26.81124,-23.30692,-25.74311,-23.11424
11.15,-22.64216,-24.93243,-26.9129,-23.32928,-25.77149,-23.10206
11.16,-22.64313,-24.91588,-27.0138,-23.35139,-25.80082,-23.09074
11.17,-22.64517,-24.89965,-27.11377,-23.37325,-25.8311,-23.08031
11.18,-22.64828,-24.88375,-27.21265,-23.39488,-25.86236,-23.07081
11.19,-22.65245,-24.86817,-27.31025,-23.4163,-25.89462,-23.06226
11.2,-22.6577,-24.85291,-27.40642,-23.43752,-25.9279,-23.05469
11.21,-22.66401,-24.83796,-27.501,-23.45856,-25.96221,-23.04816
11.22,-22.67139,-24.82333,-27.59385,-23.47944,-25.99759,-23.04268
11.23,-22.67983,-24.809,-27.68483,-23.50018,-26.03404,-23.0383
11.24,-22.68933,-24.79498,-27.7738,-23.5208,-26.07159,-23.03506
11.25,-22.6999,-24.78125,-27.86064,-23.54132,-26.11026,-23.03299
11.26,-22.71152,-24.76782,-27.94524,-23.56177,-26.15006,-23.03214
11.27,-22.72421,-24.75468,-28.02751,-23.58216,-26.19102,-23.03254
11.28,-22.73795,-24.74181,-28.10735,-23.60253,-26.23314,-23.03424
11.29,-22.75275,-24.72922,-28.18469,-23.62289,-26.27645,-23.03729
11.3,-22.7686,-24.7169,-28.25946,-23.64328,-26.32097,-23.04172
11.31,-22.7855,-24.70484,-28.3316,-23.66371,-26.3667,-23.04759
11.32,-22.80345,-24.69302,-28.40108,-23.68422,-26.41366,-23.05494
11.33,-22.82245,-24.68144,-28.46787,-23.70483,-26.46186,-23.06382
11.34,-22.8425,-24.6701,-28.53194,-23.72556,-26.51132,-23.07428
11.35,-22.86359,-24.65897,-28.59329,-23.74646,-26.56204,-23.08637
11.36,-22.88573,-24.64805,-28.65191,-23.76754,-26.61404,-23.10014
11.37,-22.9089,-24.63732,-28.70783,-23.78884,-26.66732,-23.11565
11.38,-22.93312,-24.62677,-28.76107,-23.81039,-26.72188,-23.13295
11.39,-22.95837,-24.61639,-28.81165,-23.83221,-26.77775,-23.1521
11.4,-22.98466,-24.60616,-28.85962,-23.85435,-26.8349,-23.17315
11.41,-23.01199,-24.59607,-28.90502,-23.87682,-26.89336,-23.19618
11.42,-23.04034,-24.5861,-28.94792,-23.89967,-26.95312,-23.22122
11.43,-23.06973,-24.57624,-28.98837,-23.92292,-27.01418,-23.24836
11.44,-23.10014,-24.56647,-29.02645,-23.94661,-27.07653,-23.27765
11.45,-23.13158,-24.55677,-29.06222,-23.97077,-27.14017,-23.30916
11.46,-23.16404,-24.54714,-29.09576,-23.99544,-27.20509,-23.34295
11.47,-23.19752,-24.53754,-29.12715,-24.02065,-27.27129,-23.37908
11.48,-23.23202,-24.52798,-29.15648,-24.04642,-27.33875,-23.41764
11.49,-23.26754,-24.51842,-29.18384,-24.07281,-27.40747,-23.45868
11.5,-23.30407,-24.50886,-29.2093,-24.09984,-27.47742,-23.50227
11.51,-23.34161,-24.49929,-29.23297,-24.12754,-27.5486,-23.54849
11.52,-23.38016,-24.48968,-29.25493,-24.15595,-27.62098,-23.59741
11.53,-23.41972,-24.48003,-29.27528,-24.18511,-27.69455,-23.64909
11.54,-23.46028,-24.47033,-29.29409,-24.21505,-27.76928,-23.70361
11.55,-23.50184,-24.46058,-29.31146,-24.2458,-27.84516,-23.76104
11.56,-23.5444,-24.45076,-29.32749,-24.2774,-27.92215,-23.82144
11.57,-23.58795,-24.44087,-29.34225,-24.30987,-28.00023,-23.88488
11.58,-23.6325,-24.43091,-29.35583,-24.34326,-28.07937,-23.95144
11.59,-23.67803,-24.42088,-29.36831,-24.37759,-28.15955,-24.02117
11.6,-23.72454,-24.4108,-29.37978,-24.4129,-28.24073,-24.09413
11.61,-23.77203,-24.40066,-29.39031,-24.44921,-28.32288,-24.17038
11.62,-23.8205,-24.39049,-29.39999,-24.48656,-28.40596,-24.24997
11.63,-23.86994,-24.38029,-29.40888,-24.52496,-28.48993,-24.33294
11.64,-23.92034,-24.3701,-29.41705,-24.56445,-28.57477,-24.41934
11.65,-23.97171,-24.35994,-29.42457,-24.60504,-28.66043,-24.50919
11.66,-24.02404,-24.34984,-29.43152,-24.64676,-28.74687,-24.60252
11.67,-24.07732,-24.33984,-29.43794,-24.68963,-28.83406,-24.69933
11.68,-24.13154,-24.32997,-29.44391,-24.73365,-28.92194,-24.79962
11.69,-24.18671,-24.3203,-29.44947,-24.77885,-29.01048,-24.90337
11.7,-24.24282,-24.31087,-29.45469,-24.82523,-29.09962,-25.01055
11.71,-24.29986,-24.30173,-29.45961,-24.8728,-29.18934,-25.1211
11.72,-24.35782,-24.29296,-29.46428,-24.92156,-29.27958,-25.23494
11.73,-24.41671,-24.28462,-29.46875,-24.97149,-29.37029,-25.35198
11.74,-24.4765,-24.27678,-29.47306,-25.0226,-29.46143,-25.47208
11.75,-24.5372,-24.26953,-29.47725,-25.07487,-29.55294,-25.59509
11.76,-24.59881,-24.26294,-29.48137,-25.12828,-29.64479,-25.72081
11.77,-24.6613,-24.25711,-29.48544,-25.18281,-29.73693,-25.84902
11.78,-24.72468,-24.25212,-29.4895,-25.23842,-29.8293,-25.97946
11.79,-24.78894,-24.24808,-29.49358,-25.29507,-29.92185,-26.11181
11.8,-24.85407,-24.24506,-29.49772,-25.35273,-30.01454,-26.24571
11.81,-24.92007,-24.24318,-29.50194,-25.41134,-30.10732,-26.38078
11.82,-24.98691,-24.24254,-29.50626,-25.47084,-30.20013,-26.51656
11.83,-25.05461,-24.24323,-29.51071,-25.53117,-30.29294,-26.65256
11.84,-25.12314,-24.24536,-29.51531,-25.59226,-30.38568,-26.78822
11.85,-25.1925,-24.24903,-29.52007,-25.65402,-30.47832,-26.92295
11.86,-25.26269,-24.25435,-29.52503,-25.71638,-30.5708,-27.05611
11.87,-25.33368,-24.26139,-29.53019,-25.77925,-30.66309,-27.18701
11.88,-25.40548,-24.27028,-29.53557,-25.84253,-30.75512,-27.31494
11.89,-25.47807,-24.28109,-29.54119,-25.90611,-30.84685,-27.43914
11.9,-25.55144,-24.29392,-29.54705,-25.96989,-30.93824,-27.55886
11.91,-25.62559,-24.30885,-29.55317,-26.03377,-31.02925,-27.67331
11.92,-25.7005,-24.32596,-29.55956,-26.09762,-31.11982,-27.78175
11.93,-25.77617,-24.34532,-29.56622,-26.16133,-31.20993,-27.88343
11.94,-25.85258,-24.36701,-29.57317,-26.22478,-31.29951,-27.97765
11.95,-25.92972,-24.39108,-29.58041,-26.28786,-31.38854,-28.06377
11.96,-26.00758,-24.41759,-29.58795,-26.35045,-31.47697,-28.14122
11.97,-26.08616,-24.44659,-29.59579,-26.41242,-31.56476,-28.20953
11.98,-26.16544,-24.47812,-29.60393,-26.47368,-31.65188,-28.26832
11.99,-26.24542,-24.51221,-29.61238,-26.5341,-31.73829,-28.31734
12,-26.32607,-24.54889,-29.62114,-26.59358,-31.82396,-28.35643
12.01,-26.40739,-24.58818,-29.63022,-26.65203,-31.90884,-28.3856
12.02,-26.48937,-24.63008,-29.63961,-26.70934,-31.99292,-28.40494
12.03,-26.57199,-24.67459,-29.64931,-26.76543,-32.07615,-28.41468
12.04,-26.65526,-24.72173,-29.65933,-26.82022,-32.15851,-28.41516
12.05,-26.73914,-24.77147,-29.66966,-26.87364,-32.23997,-28.40682
12.06,-26.82365,-24.82379,-29.6803,-26.92563,-32.32051,-28.39018
12.07,-26.90875,-24.87867,-29.69125,-26.97613,-32.4001,-28.36584
12.08,-26.99444,-24.93609,-29.70251,-27.02511,-32.47871,-28.33443
12.09,-27.08072,-24.996,-29.71408,-27.07252,-32.55633,-28.29663
12.1,-27.16756,-25.05836,-29.72594,-27.11836,-32.63294,-28.25315
12.11,-27.25496,-25.12313,-29.73811,-27.16259,-32.70851,-28.20469
12.12,-27.3429,-25.19026,-29.75057,-27.20521,-32.78304,-28.15195
12.13,-27.43138,-25.25968,-29.76332,-27.24624,-32.8565,-28.09561
12.14,-27.52038,-25.33135,-29.77635,-27.28567,-32.92888,-28.03632
12.15,-27.60989,-25.40519,-29.78967,-27.32352,-33.00018,-27.9747
12.16,-27.6999,-25.48115,-29.80327,-27.35983,-33.07038,-27.91134
12.17,-27.7904,-25.55916,-29.81713,-27.39463,-33.13948,-27.84676
12.18,-27.88138,-25.63915,-29.83127,-27.42794,-33.20746,-27.78146
12.19,-27.97283,-25.72104,-29.84566,-27.45982,-33.27433,-27.71589
12.2,-28.06473,-25.80477,-29.86032,-27.49031,-33.34008,-27.65044
12.21,-28.15708,-25.89027,-29.87522,-27.51946,-33.4047,-27.58548
12.22,-28.24986,-25.97745,-29.89037,-27.54733,-33.4682,-27.52133
12.23,-28.34306,-26.06625,-29.90575,-27.57397,-33.53058,-27.45825
12.24,-28.43668,-26.1566,-29.92137,-27.59944,-33.59184,-27.39648
12.25,-28.5307,-26.24842,-29.93721,-27.6238,-33.65199,-27.33624
12.26,-28.6251,-26.34164,-29.95328,-27.6471,-33.71102,-27.27768
12.27,-28.71989,-26.4362,-29.96956,-27.66941,-33.76895,-27.22097
12.28,-28.81505,-26.53201,-29.98605,-27.69078,-33.82578,-27.1662
12.29,-28.91058,-26.62901,-30.00273,-27.71128,-33.88153,-27.11348
12.3,-29.00645,-26.72713,-30.01962,-27.73095,-33.93619,-27.06289
12.31,-29.10266,-26.82631,-30.03669,-27.74987,-33.98979,-27.01446
12.32,-29.1992,-26.92649,-30.05395,-27.76807,-34.04234,-26.96825
12.33,-29.29606,-27.02759,-30.07138,-27.78561,-34.09384,-26.92427
12.34,-29.39324,-27.12956,-30.08899,-27.80255,-34.14431,-26.88253
12.35,-29.49071,-27.23234,-30.10675,-27.81893,-34.19377,-26.84304
12.36,-29.58848,-27.33588,-30.12468,-27.8348,-34.24223,-26.80578
12.37,-29.68654,-27.44011,-30.14276,-27.8502,-34.28971,-26.77073
12.38,-29.78486,-27.54498,-30.16098,-27.86517,-34.33622,-26.73787
12.39,-29.88346,-27.65045,-30.17934,-27.87975,-34.38178,-26.70717
12.4,-29.98231,-27.75645,-30.19783,-27.89398,-34.42641,-26.67858
12.41,-30.0814,-27.86295,-30.21646,-27.9079,-34.47012,-26.65208
12.42,-30.18074,-27.9699,-30.2352,-27.92153,-34.51294,-26.6276
12.43,-30.28031,-28.07725,-30.25406,-27.93491,-34.55489,-26.60512
12.44,-30.38011,-28.18496,-30.27303,-27.94806,-34.59597,-26.58458
12.45,-30.48011,-28.29299,-30.2921,-27.96101,-34.63622,-26.56592
12.46,-30.58033,-28.40129,-30.31127,-27.97379,-34.67566,-26.5491
12.47,-30.68075,-28.50985,-30.33053,-27.98642,-34.71429,-26.53407
12.48,-30.78136,-28.61861,-30.34988,-27.99891,-34.75215,-26.52077
12.49,-30.88216,-28.72754,-30.36931,-28.0113,-34.78925,-26.50915
12.5,-30.98313,-28.83661,-30.38882,-28.02358,-34.82561,-26.49915
12.51,-31.08428,-28.94579,-30.40839,-28.03579,-34.86126,-26.49073
12.52,-31.18558,-29.05506,-30.42804,-28.04793,-34.89621,-26.48383
12.53,-31.28705,-29.16437,-30.44774,-28.06001,-34.93048,-26.47841
12.54,-31.38867,-29.27371,-30.4675,-28.07206,-34.96409,-26.4744
12.55,-31.49043,-29.38305,-30.48731,-28.08407,-34.99707,-26.47176
12.56,-31.59233,-29.49237,-30.50717,-28.09606,-35.02943,-26.47045
12.57,-31.69437,-29.60164,-30.52706,-28.10804,-35.06119,-26.47041
12.58,-31.79653,-29.71084,-30.54699,-28.12001,-35.09237,-26.4716
12.59,-31.89881,-29.81995,-30.56696,-28.13198,-35.12299,-26.47397
12.6,-32.0012,-29.92895,-30.58695,-28.14395,-35.15306,-26.47748
12.61,-32.10371,-30.03782,-30.60696,-28.15594,-35.18262,-26.48209
12.62,-32.20631,-30.14655,-30.627,-28.16793,-35.21167,-26.48775
12.63,-32.30902,-30.25512,-30.64704,-28.17995,-35.24023,-26.49442
12.64,-32.41182,-30.3635,-30.6671,-28.19199,-35.26833,-26.50207
12.65,-32.51471,-30.4717,-30.68716,-28.20404,-35.29597,-26.51065
12.66,-32.61768,-30.57969,-30.70723,-28.21613,-35.32317,-26.52012
12.67,-32.72073,-30.68745,-30.72729,-28.22823,-35.34996,-26.53046
12.68,-32.82385,-30.79499,-30.74735,-28.24037,-35.37634,-26.54163
12.69,-32.92704,-30.90228,-30.7674,-28.25252,-35.40233,-26.55359
12.7,-33.0303,-31.00931,-30.78744,-28.26471,-35.42795,-26.5663
12.71,-33.13362,-31.11608,-30.80746,-28.27692,-35.45322,-26.57975
12.72,-33.23699,-31.22257,-30.82746,-28.28916,-35.47814,-26.59389
12.73,-33.34042,-31.32877,-30.84744,-28.30142,-35.50273,-26.6087
12.74,-33.4439,-31.43468,-30.86739,-28.31371,-35.52701,-26.62415
12.75,-33.54742,-31.54029,-30.88732,-28.32602,-35.55098,-26.64021
12.76,-33.65099,-31.64559,-30.90721,-28.33835,-35.57467,-26.65686
12.77,-33.75459,-31.75057,-30.92706,-28.3507,-35.59808,-26.67406
12.78,-33.85822,-31.85522,-30.94688,-28.36307,-35.62123,-26.6918
12.79,-33.96189,-31.95954,-30.96666,-28.37545,-35.64412,-26.71005
12.8,-34.06559,-32.06353,-30.98639,-28.38785,-35.66678,-26.72879
12.81,-34.16931,-32.16717,-31.00608,-28.40026,-35.6892,-26.74799
12.82,-34.27305,-32.27046,-31.02572,-28.41268,-35.71141,-26.76763
12.83,-34.37681,-32.3734,-31.0453,-28.42511,-35.73341,-26.7877
12.84,-34.48058,-32.47599,-31.06484,-28.43755,-35.75521,-26.80817
12.85,-34.58437,-32.57821,-31.08431,-28.44999,-35.77682,-26.82902
12.86,-34.68817,-32.68006,-31.10373,-28.46243,-35.79826,-26.85023
12.87,-34.79198,-32.78155,-31.12309,-28.47487,-35.81952,-26.87179
12.88,-34.89579,-32.88266,-31.14238,-28.48731,-35.84062,-26.89368
12.89,-34.99961,-32.98339,-31.16161,-28.49974,-35.86157,-26.91588
12.9,-35.10342,-33.08375,-31.18078,-28.51217,-35.88237,-26.93837
12.91,-35.20724,-33.18373,-31.19987,-28.52458,-35.90304,-26.96115
12.92,-35.31105,-33.28332,-31.2189,-28.53698,-35.92358,-26.98418
12.93,-35.41485,-33.38252,-31.23785,-28.54937,-35.94399,-27.00747
12.94,-35.51865,-33.48133,-31.25673,-28.56174,-35.96429,-27.031
12.95,-35.62243,-33.57976,-31.27553,-28.5741,-35.98447,-27.05474
12.96,-35.72621,-33.67779,-31.29425,-28.58643,-36.00456,-27.0787
12.97,-35.82997,-33.77542,-31.3129,-28.59873,-36.02454,-27.10285
12.98,-35.93371,-33.87266,-31.33146,-28.61102,-36.04444,-27.12719
12.99,-36.03743,-33.9695,-31.34994,-28.62327,-36.06425,-27.15169
13,-36.14114,-34.06595,-31.36834,-28.6355,-36.08397,-27.17637
13.01,-36.24482,-34.16199,-31.38665,-28.64769,-36.10363,-27.20119
13.02,-36.34849,-34.25764,-31.40488,-28.65985,-36.12321,-27.22615
13.03,-36.45212,-34.35288,-31.42302,-28.67198,-36.14272,-27.25124
13.04,-36.55573,-34.44772,-31.44107,-28.68407,-36.16217,-27.27645
13.05,-36.65932,-34.54216,-31.45904,-28.69612,-36.18156,-27.30178
13.06,-36.76287,-34.6362,-31.47691,-28.70812,-36.2009,-27.3272
13.07,-36.8664,-34.72983,-31.49469,-28.72009,-36.22019,-27.35272
13.08,-36.96989,-34.82306,-31.51237,-28.73201,-36.23943,-27.37832
13.09,-37.07335,-34.91588,-31.52997,-28.74388,-36.25863,-27.404
13.1,-37.17678,-35.0083,-31.54746,-28.75571,-36.27778,-27.42975
13.11,-37.28016,-35.10032,-31.56487,-28.76749,-36.2969,-27.45556
13.12,-37.38352,-35.19193,-31.58217,-28.77922,-36.31599,-27.48142
13.13,-37.48683,-35.28314,-31.59938,-28.79089,-36.33504,-27.50733
13.14,-37.5901,-35.37394,-31.61649,-28.80251,-36.35406,-27.53328
13.15,-37.69334,-35.46433,-31.6335,-28.81408,-36.37306,-27.55926
13.16,-37.79652,-35.55432,-31.65042,-28.82559,-36.39203,-27.58528
13.17,-37.89967,-35.64391,-31.66723,-28.83704,-36.41097,-27.61131
13.18,-38.00277,-35.73309,-31.68394,-28.84843,-36.4299,-27.63736
